STOP_NAME;STOP_LAT;STOP_LON;COORDINATE
U Moeckernbruecke (Berlin);52.498944000000;13.383256000000;01010000008944A165DD3F4A40D6FD63213AC42A40
U Naturkundemuseum (Berlin);52.531254000000;13.382415000000;010100000041EF8D2100444A40EBFF1CE6CBC32A40
U Nauener Platz (Berlin);52.551524000000;13.367365000000;0101000000C47AA35698464A40DC63E94317BC2A40
U Neu-Westend (Berlin);52.516409000000;13.259910000000;0101000000172EABB019424A4085CE6BEC12852A40
U Nollendorfplatz (Berlin);52.499644000000;13.353825000000;010100000042D2A755F43F4A40B003E78C28B52A40
U Olympia-Stadion (Berlin);52.517048000000;13.250500000000;01010000002A3BFDA02E424A40C74B378941802A40
U Onkel Toms Huette (Berlin);52.450146000000;13.254016000000;01010000006D3656629E394A404C5299620E822A40
U Oranienburger Tor (Berlin);52.525163000000;13.387587000000;0101000000DD088B8A38434A40A2B5A2CD71C62A40
U Oskar-Helene-Heim (Berlin);52.450419000000;13.268910000000;01010000009E3F6D54A7394A407D224F92AE892A40
U Osloer Str. (Berlin);52.557107000000;13.373279000000;0101000000B4AF3C484F474A403291D26C1EBF2A40
U Osloer Str./Tromsoeer Str. (Berlin);52.558016000000;13.372492000000;010100000087527B116D474A40130B7C45B7BE2A40
U Otisstr. (Berlin);52.571122000000;13.303074000000;0101000000580394861A494A402B89EC832C9B2A40
U Pankstr. (Berlin);52.552255000000;13.381837000000;0101000000B806B64AB0464A4036CEA62380C32A40
U Paracelsus-Bad (Berlin);52.574534000000;13.347532000000;0101000000543882548A494A407FA0DCB6EFB12A40
U Paradestr. (Berlin);52.478142000000;13.386725000000;0101000000096CCEC1333D4A405917B7D100C62A40
U Parchimer Allee (Berlin);52.445299000000;13.449967000000;010100000083F8C08EFF384A40F78E1A1362E62A40
U Paulsternstr. (Berlin);52.538098000000;13.248593000000;010100000081053065E0444A407007EA94477F2A40
U Platz der Luftbruecke (Berlin);52.485669000000;13.387799000000;01010000002CD7DB662A3E4A40CFD72C978DC62A40
U Podbielskiallee (Berlin);52.464172000000;13.295203000000;010100000005DCF3FC693B4A40B85CFDD824972A40
U Prinzenstr. (Berlin);52.498274000000;13.406531000000;01010000003B394371C73F4A40CF9ECBD424D02A40
